channel,kA,kca3,kfasttab,kslowtab,lcafixed,kA,kca3,kfasttab,kslowtab,lcafixed,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast
scale,0.01,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.2,1.2,1.2,1.2,1.2,1.5,1.5,1.5,1.5,1.5,1.5,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
lambda,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2323,  59.184, 130.044,  -0.000,  29.784,   9.220,  46.414,  76.597,  -0.000,  27.040,   3.073,   6.644,  63.537, 147.776,  27.629,  15.716,  45.131,  30.966,  66.430,  50.468,  19.310,  32.087,  41.038,  30.300,  17.270,  27.057,  14.459,  44.343,  22.095,  14.165,  14.165,  14.165,  14.165,  14.165,  14.165,  62.127,   7.731,  16.842,  14.705,  26.340,  39.310,  35.948,   4.091,  12.599,  32.402,  34.825,  35.193,  68.752,   4.674,  25.166,  64.786,  69.672,  32.838,  43.555,   1.443,  78.485,  17.045,  15.655,   6.725
2324,  78.505, 144.950,  -0.000,  33.140,   4.930,  65.412, 101.021,  -0.000,  32.831,   1.334,  16.276,  78.535, 171.263,  37.368,  17.485,  56.038,  32.015,  88.220,  51.043,  20.862,  26.216,  44.282,  34.726,  19.217,  29.848,  16.715,  35.019,  17.763,  14.745,  14.745,  14.745,  14.745,  14.745,  14.745,  57.405,   8.887,  19.369,  11.551,  30.883,  31.893,  37.199,   1.849,  13.162,  24.793,  31.652,  34.967,  53.768,   3.835,  17.169,  56.601,  79.289,  30.359,  39.951,   1.741,  97.776,  19.750,  16.317,   6.925
2325,  99.942, 138.856,  -0.000,  38.922,   2.211,  90.009, 116.885,  -0.000,  40.290,   0.495,  34.572,  91.737, 166.850,  48.283,  20.590,  71.994,  34.492, 108.437,  50.335,  25.276,  22.064,  50.662,  41.258,  21.235,  34.431,  20.793,  30.821,  15.270,  19.586,  19.586,  19.586,  19.586,  19.586,  19.586,  54.216,  13.380,  24.560,  12.807,  40.095,  29.320,  37.452,   0.679,  13.897,  21.809,  28.894,  33.324,  40.190,   5.168,  11.116,  50.282,  85.662,  29.783,  36.080,   2.726, 112.067,  25.999,  18.432,   8.214
2326, 117.944, 114.224,  -0.000,  45.239,   0.790, 115.429, 117.155,  -0.000,  47.501,   0.222,  63.728,  99.869, 137.008,  56.882,  24.217,  92.846,  39.745, 120.678,  49.119,  32.044,  21.575,  59.088,  47.451,  23.140,  39.775,  25.257,  29.732,  14.994,  29.279,  29.279,  29.279,  29.279,  29.279,  29.279,  52.756,  21.050,  34.263,  16.952,  53.549,  28.550,  39.184,   0.200,  15.072,  21.472,  27.022,  30.137,  28.948,   8.513,   6.586,  46.697,  85.278,  31.819,  32.267,   4.583, 116.793,  37.618,  21.220,  10.229
2327, 124.657,  81.309,  -0.000,  49.018,   0.222, 131.985, 101.149,  -0.000,  51.733,   0.295, 100.864, 100.413,  98.870,  60.255,  27.390, 113.671,  48.080, 120.197,  48.913,  39.395,  25.063,  66.333,  50.189,  25.601,  44.528,  28.931,  29.301,  17.017,  41.406,  41.406,  41.406,  41.406,  41.406,  41.406,  52.645,  31.588,  48.840,  21.751,  68.016,  27.138,  44.323,   0.045,  17.014,  22.274,  27.202,  27.083,  19.925,  13.980,   3.575,  45.479,  78.209,  35.899,  28.939,   7.929, 109.486,  54.150,  23.317,  12.417
2328, 115.019,  51.057,  -0.000,  48.282,   0.045, 130.582,  75.758,  -0.000,  51.139,   0.655, 135.906,  92.129,  73.448,  57.509,  30.037, 126.194,  57.799, 105.942,  50.597,  44.857,  30.584,  69.607,  48.015,  29.876,  47.243,  30.959,  27.431,  21.989,  50.724,  50.724,  50.724,  50.724,  50.724,  50.724,  53.356,  44.035,  65.514,  25.004,  78.138,  24.493,  53.369,   0.000,  19.869,  23.675,  29.908,  25.556,  12.787,  21.476,   2.078,  44.811,  67.498,  40.572,  26.301,  13.780,  91.505,  71.955,  23.773,  13.994
2329,  91.426,  29.442,  -0.000,  43.857,   0.000, 109.856,  51.038,  -0.000,  46.658,   1.268, 155.290,  76.295,  73.945,  50.255,  33.189, 124.187,  65.634,  81.472,  53.347,  46.513,  35.118,  69.115,  42.699,  37.026,  47.180,  30.755,  23.441,  30.622,  52.562,  52.562,  52.562,  52.562,  52.562,  52.562,  53.931,  56.165,  79.154,  25.252,  79.766,  21.181,  64.628,  -0.000,  23.780,  25.202,  33.986,  25.713,   7.359,  29.818,   1.807,  42.100,  56.525,  44.531,  24.496,  22.653,  67.761,  85.531,  22.864,  14.146
2330,  62.606,  16.866,   0.000,  38.679,   0.000,  78.121,  33.915,   0.000,  41.357,   2.002, 150.280,  57.153,  99.786,  41.869,  38.023, 107.955,  68.723,  54.015,  55.024,  44.677,  36.643,  67.367,  37.319,  47.039,  44.730,  28.625,  18.108,  42.634,  46.372,  46.372,  46.372,  46.372,  46.372,  46.372,  52.321,  65.671,  84.845,  22.786,  73.194,  17.376,  74.581,   0.067,  28.712,  25.756,  37.413,  27.176,   3.641,  36.983,   2.186,  35.791,  47.520,  47.145,  23.775,  34.023,  44.272,  90.328,  21.596,  12.602
2331,  37.528,  10.582,  -0.000,  35.413,   0.045,  47.481,  26.058,  -0.000,  38.054,   2.875, 123.529,  39.811, 137.372,  35.941,  44.856,  83.923,  66.390,  30.772,  53.850,  41.964,  35.523,  65.944,  33.736,  58.130,  41.597,  26.029,  13.218,  55.639,  35.954,  35.954,  35.954,  35.954,  35.954,  35.954,  46.668,  71.333,  81.346,  19.072,  62.310,  13.087,  79.102,   0.288,  34.558,  24.114,  39.146,  29.897,   1.534,  41.252,   2.694,  26.836,  41.359,  47.758,  23.881,  46.048,  25.500,  85.587,  20.694,  10.154
2332,  20.560,   7.630,  -0.000,  35.051,   0.200,  25.918,  25.094,  -0.000,  37.474,   4.234,  87.264,  27.423, 166.171,  34.404,  52.545,  60.226,  60.171,  15.418,  49.950,  40.953,  34.018,  63.803,  32.465,  67.179,  39.985,  25.017,  10.014,  65.787,  26.204,  26.204,  26.204,  26.204,  26.204,  26.204,  37.170,  73.027,  72.283,  15.807,  50.732,   8.840,  76.142,   0.952,  41.066,  20.082,  39.958,  34.119,   0.606,  42.299,   3.003,  17.622,  39.145,  45.845,  23.874,  56.847,  13.166,  74.881,  20.154,   8.091
2333,  11.273,   5.715,  -0.000,  37.029,   0.769,  14.439,  27.599,  -0.000,  38.573,   6.995,  54.453,  20.277, 169.979,  36.543,  59.264,  42.596,  52.214,   7.257,  45.216,  42.267,  34.196,  58.697,  33.606,  71.434,  40.838,  27.323,   8.500,  69.844,  19.974,  19.974,  19.974,  19.974,  19.974,  19.974,  26.462,  70.825,  63.428,  14.005,  40.073,   5.583,  67.086,   2.482,  47.943,  14.738,  41.347,  39.511,   0.406,  40.766,   3.026,  10.163,  42.189,  41.375,  22.581,  65.268,   6.636,  63.522,  19.638,   7.101
2334,   6.905,   4.087,  -0.000,  40.196,   2.226,   9.613,  29.796,  -0.000,  39.975,  12.076,  31.369,  16.600, 146.373,  40.082,  63.300,  33.122,  44.080,   3.638,  41.596,  44.435,  36.422,  50.365,  37.063,  70.275,  43.090,  33.399,   8.002,  67.093,  17.454,  17.454,  17.454,  17.454,  17.454,  17.454,  17.622,  64.866,  58.253,  14.122,  30.904,   3.793,  55.543,   5.181,  54.651,   9.791,  43.853,  44.877,   0.677,  37.324,   2.760,   5.332,  51.043,  35.315,  19.622,  70.974,   4.171,  54.765,  18.917,   6.860
2335,   4.743,   2.873,  -0.000,  43.471,   5.205,   7.776,  29.189,  -0.000,  41.051,  19.534,  17.498,  14.387, 108.658,  42.809,  63.924,  30.795,  36.827,   2.376,  39.578,  45.699,  39.057,  40.864,  41.519,  64.985,  44.770,  41.811,   7.786,  59.455,  17.715,  17.715,  17.715,  17.715,  17.715,  17.715,  11.821,  55.990,  55.539,  16.454,  23.952,   3.139,  44.720,   8.958,  59.807,   6.495,  46.700,  48.896,   1.223,  32.751,   2.371,   2.948,  64.397,  29.364,  15.627,  73.475,   3.707,  47.951,  18.250,   6.442
2336,   3.248,   2.417,   0.000,  45.668,  10.277,   6.584,  25.237,   0.000,  41.859,  28.523,   9.700,  12.473,  77.856,  43.284,  61.291,  32.523,  31.092,   2.664,  38.241,  45.159,  39.547,  32.638,  44.414,  57.574,  45.107,  49.791,   7.713,  50.080,  20.167,  20.167,  20.167,  20.167,  20.167,  20.167,   8.197,  46.164,  51.328,  21.215,  19.561,   3.248,  35.798,  13.277,  61.699,   5.436,  48.395,  50.466,   1.780,  28.055,   2.189,   2.493,  78.671,  25.156,  11.923,  71.869,   3.649,  40.886,  17.751,   5.529
2337,   1.923,   2.710,   0.000,  45.532,  17.233,   5.306,  19.331,   0.000,  42.320,  37.789,   5.129,  10.705,  70.212,  40.772,  56.287,  34.832,  27.171,   3.943,  36.423,  42.753,  36.505,  26.302,  43.909,  49.589,  44.518,  54.712,   8.126,  41.786,  24.236,  24.236,  24.236,  24.236,  24.236,  24.236,   5.546,  37.412,  43.262,  27.655,  16.975,   4.164,  28.484,  17.609,  59.869,   6.484,  47.515,  49.028,   2.017,  24.223,   2.646,   3.312,  88.908,  23.149,   9.669,  65.638,   3.240,  33.193,  17.195,   4.706
2338,   0.973,   3.482,   0.000,  42.475,  24.837,   3.933,  13.336,   0.000,  41.816,  45.883,   2.550,   9.795,  89.485,  35.258,  50.035,  35.921,  25.051,   5.473,  33.464,  39.007,  30.440,  21.338,  40.301,  42.179,  43.210,  55.556,   9.505,  35.913,  29.284,  29.284,  29.284,  29.284,  29.284,  29.284,   3.346,  30.503,  32.618,  34.102,  14.737,   6.002,  22.181,  21.904,  55.607,   9.216,  43.719,  44.747,   1.802,  21.282,   4.064,   4.642,  90.631,  22.451,   8.970,  55.628,   2.435,  26.608,  16.238,   4.729
2339,   0.561,   4.516,   0.000,  37.385,  31.261,   2.983,   8.512,   0.000,  39.624,  51.345,   1.106,  10.214, 125.682,  28.150,  43.244,  36.994,  24.112,   6.250,  29.415,  34.880,  23.610,  17.336,  35.217,  36.090,  40.600,  53.114,  11.848,  32.135,  34.847,  34.847,  34.847,  34.847,  34.847,  34.847,   1.878,  25.251,  22.740,  39.075,  12.099,   8.549,  16.468,  26.473,  50.631,  13.257,  38.139,  38.350,   1.312,  18.429,   6.401,   5.790,  82.453,  21.719,   8.832,  44.026,   1.496,  22.344,  14.935,   5.595
2340,   0.768,   5.728,   0.000,  31.988,  35.349,   2.851,   5.316,   0.000,  35.827,  52.588,   0.384,  11.470, 159.414,  21.897,  36.016,  40.624,  23.306,   5.953,  24.939,  31.542,  18.330,  14.573,  30.032,  31.591,  36.086,  48.944,  14.530,  29.350,  40.739,  40.739,  40.739,  40.739,  40.739,  40.739,   1.289,  21.108,  15.776,  42.145,   9.505,  11.430,  11.430,  31.223,  45.405,  18.040,  32.775,  30.829,   0.950,  14.934,   9.327,   6.480,  66.732,  20.309,   8.045,  33.171,   0.743,  19.421,  13.845,   6.559
2341,   1.738,   7.357,   0.000,  27.427,  37.338,   3.365,   3.739,   0.000,  31.270,  49.451,   0.111,  12.575, 171.929,  18.217,  28.506,  47.664,  21.525,   5.268,  21.205,  29.671,  15.786,  13.291,  25.439,  28.297,  30.037,  44.176,  16.607,  26.650,  46.376,  46.376,  46.376,  46.376,  46.376,  46.376,   1.423,  17.783,  11.584,  43.369,   8.054,  14.332,   7.300,  35.315,  39.261,  22.638,  29.386,  23.256,   1.016,  10.909,  12.249,   6.859,  48.250,  18.559,   6.206,  24.475,   0.295,  16.069,  13.678,   6.931
2342,   3.596,   9.866,   0.000,  23.718,  38.195,   3.930,   3.400,   0.000,  26.700,  43.765,   0.022,  12.864, 156.016,  17.202,  21.523,  55.998,  18.391,   5.319,  19.285,  28.913,  15.355,  13.040,  21.603,  25.479,  23.701,  39.341,  17.374,  23.723,  50.115,  50.115,  50.115,  50.115,  50.115,  50.115,   1.870,  15.313,   8.919,  42.527,   8.327,  17.157,   4.382,  37.856,  32.027,  25.599,  28.960,  16.722,   1.585,   7.154,  14.577,   7.375,  31.501,  16.979,   4.052,  18.043,   0.089,  11.889,  14.502,   6.696
2343,   6.161,  13.678,  -0.000,  20.586,  38.297,   3.930,   3.691,  -0.000,  22.243,  38.540,   0.000,  12.603, 120.711,  17.951,  16.258,  62.879,  14.577,   6.616,  19.336,  28.187,  15.703,  12.912,  18.731,  22.377,  18.262,  34.794,  16.901,  20.656,  49.979,  49.979,  49.979,  49.979,  49.979,  49.979,   2.217,  13.642,   7.049,  39.396,  10.067,  19.640,   2.712,  38.762,  25.182,  25.667,  31.710,  12.109,   2.457,   4.393,  16.143,   8.191,  18.948,  15.754,   2.510,  13.233,   0.022,   7.907,  15.509,   6.181
2344,   8.915,  18.549,   0.000,  18.019,  37.241,   3.365,   4.055,   0.000,  17.704,  35.632,   0.000,  12.481,  86.346,  19.256,  13.091,  67.456,  11.393,   8.647,  20.421,  26.304,  16.131,  12.436,  16.862,  18.657,  14.234,  30.582,  15.940,  18.045,  45.538,  45.538,  45.538,  45.538,  45.538,  45.538,   2.459,  12.538,   5.854,  34.888,  12.440,  21.481,   2.123,  38.971,  20.351,  23.343,  36.876,   9.896,   3.263,   2.932,  17.461,   9.213,  11.338,  14.954,   1.946,   9.708,   0.000,   5.053,  15.540,   5.530
2345,  11.202,  23.353,   0.000,  16.026,  34.732,   2.851,   4.480,   0.000,  13.338,  34.937,   0.000,  12.704,  72.011,  20.130,  11.318,  70.553,   9.964,  10.301,  21.284,  22.982,  17.002,  11.815,  15.631,  14.591,  11.635,  26.616,  15.589,  16.623,  38.468,  38.468,  38.468,  38.468,  38.468,  38.468,   3.006,  11.716,   5.086,  30.917,  14.741,  22.558,   2.098,  39.165,  17.917,  20.999,  42.644,   9.799,   3.671,   2.415,  19.488,  10.401,   8.013,  14.623,   2.002,   7.352,   0.000,   3.446,  14.163,   4.776
2346,  12.523,  26.980,   0.000,  14.295,  31.565,   3.006,   5.369,   0.000,   9.822,  35.126,  -0.000,  12.969,  85.492,  19.874,   9.584,  72.810,  10.333,  10.639,  20.927,  18.979,  18.820,  11.600,  14.525,  10.893,  10.238,  22.837,  16.450,  16.852,  31.024,  31.024,  31.024,  31.024,  31.024,  31.024,   4.391,  10.965,   4.292,  28.980,  16.308,  23.001,   2.106,  39.284,  16.661,  21.129,  46.754,  10.995,   3.602,   2.194,  22.997,  11.902,   7.688,  14.420,   2.062,   6.183,  -0.000,   2.736,  11.830,   4.165
2347,  12.629,  29.496,  -0.000,  12.461,  29.732,   3.999,   7.507,  -0.000,   7.713,  35.138,  -0.000,  12.842, 119.510,  18.392,   7.287,  73.386,  11.423,   9.616,  19.095,  15.651,  21.001,  12.012,  13.363,   8.063,   9.682,  19.308,  18.214,  18.262,  24.621,  24.621,  24.621,  24.621,  24.621,  24.621,   6.661,  10.121,   3.225,  29.145,  16.534,  23.416,   1.825,  39.366,  14.741,  24.409,  48.337,  12.705,   3.430,   1.825,  27.880,  13.592,   9.090,  13.462,   1.780,   5.975,   0.000,   2.480,   9.447,   4.129
2348,  11.507,  32.354,  -0.000,  10.422,  30.853,   5.535,  11.458,  -0.000,   7.018,  35.031,  -0.000,  12.360, 155.257,  16.166,   4.820,  70.968,  11.822,   8.030,  16.130,  13.655,  22.111,  12.577,  12.464,   6.261,   9.773,  16.411,  20.284,  19.473,  19.428,  19.428,  19.428,  19.428,  19.428,  19.428,   9.137,   9.131,   2.173,  30.354,  15.145,  24.918,   1.312,  40.036,  11.405,  29.396,  48.560,  14.248,   3.663,   1.246,  33.051,  14.925,  10.996,  11.346,   1.223,   6.382,   0.000,   2.312,   7.518,   4.795
2349,   9.845,  37.892,  -0.000,   8.376,  34.742,   7.120,  17.242,  -0.000,   7.416,  35.485,  -0.000,  12.218, 172.249,  13.695,   3.181,  65.095,  10.887,   6.997,  13.042,  12.557,  21.542,  12.837,  12.279,   5.576,  10.357,  14.655,  22.613,  19.238,  15.227,  15.227,  15.227,  15.227,  15.227,  15.227,  10.945,   7.970,   1.605,  31.541,  12.601,  28.457,   0.928,  41.890,   7.563,  34.290,  49.400,  15.064,   4.744,   0.766,  37.530,  15.481,  12.709,   8.599,   0.677,   7.011,  -0.000,   1.957,   5.949,   6.075
2350,   8.765,  47.743,  -0.000,   6.876,  39.644,   8.511,  24.291,  -0.000,   8.452,  36.875,  -0.000,  13.534, 160.793,  11.351,   2.965,  56.464,   9.264,   7.166,  11.157,  11.570,  19.966,  12.938,  12.799,   6.263,  11.721,  14.395,  26.061,  17.362,  12.063,  12.063,  12.063,  12.063,  12.063,  12.063,  11.751,   6.965,   1.741,  32.338,   9.857,  33.952,   0.973,  44.676,   4.712,  38.431,  51.614,  15.013,   6.774,   0.657,  41.338,  15.849,  13.861,   6.566,   0.384,   7.677,   0.000,   1.564,   4.579,   7.818
2351,   9.498,  61.900,  -0.000,   6.722,  43.915,   9.674,  32.319,  -0.000,   9.756,  38.977,  -0.000,  17.365, 127.413,   9.608,   4.285,  47.250,   8.161,   8.883,  11.487,  10.542,  18.660,  13.445,  13.667,   8.291,  14.085,  15.405,  31.557,  14.614,  10.535,  10.535,  10.535,  10.535,  10.535,  10.535,  12.430,   6.786,   2.452,  33.130,   8.128,  40.573,   1.556,  47.493,   4.080,  42.044,  54.034,  14.512,   9.724,   1.217,  45.534,  17.484,  14.608,   6.272,   0.450,   8.410,   0.045,   1.509,   3.612,   9.795
2352,  12.863,  78.170,  -0.000,   8.534,  47.339,  11.032,  42.063,  -0.000,  10.865,  40.628,   0.000,  24.511,  91.372,   8.901,   6.813,  40.228,   8.536,  12.457,  14.196,  10.137,  18.354,  14.883,  14.672,  10.938,  16.955,  16.769,  39.470,  12.254,  11.133,  11.133,  11.133,  11.133,  11.133,  11.133,  14.479,   8.137,   3.602,  34.122,   8.327,  47.495,   2.614,  49.967,   5.898,  45.445,  55.735,  14.607,  13.723,   2.885,  50.931,  22.008,  15.504,   7.789,   0.973,   9.558,   0.200,   2.153,   3.574,  11.686
2353,  18.889,  92.359,  -0.000,  12.077,  50.465,  13.381,  55.073,  -0.000,  11.692,  40.843,   0.067,  35.128,  72.551,   9.153,   9.887,  37.561,  10.804,  18.143,  18.770,  10.929,  19.196,  17.378,  15.802,  13.154,  19.300,  17.333,  49.085,  11.319,  13.478,  13.478,  13.478,  13.478,  13.478,  13.478,  19.129,  11.165,   5.285,  34.948,  10.816,  54.656,   4.190,  52.276,   9.874,  48.519,  57.297,  16.490,  18.773,   6.266,  56.900,  30.011,  16.950,  10.392,   1.989,  11.322,   0.724,   3.562,   4.903,  13.056
2354,  27.212,  99.676,  -0.000,  16.171,  53.030,  17.659,  71.363,  -0.000,  12.618,  39.256,   0.355,  48.097,  81.160,  10.074,  12.566,  39.292,  14.852,  26.432,  24.375,  12.713,  21.238,  21.015,  16.811,  14.272,  20.242,  16.676,  58.995,  12.337,  16.434,  16.434,  16.434,  16.434,  16.434,  16.434,  26.377,  15.135,   7.505,  34.892,  14.824,  61.673,   6.458,  54.178,  15.166,  50.789,  60.164,  20.814,  24.974,  12.435,  61.873,  40.783,  18.657,  13.102,   3.432,  13.341,   2.004,   5.570,   7.529,  14.054
2355,  37.411,  97.178,  -0.000,  19.347,  53.736,  25.015,  87.504,  -0.000,  14.371,  36.478,   1.308,  61.036, 112.750,  11.478,  13.990,  44.031,  19.878,  37.698,  30.098,  14.577,  24.345,  26.208,  17.383,  14.314,  19.834,  15.270,  66.971,  15.071,  18.727,  18.727,  18.727,  18.727,  18.727,  18.727,  35.021,  18.607,   9.826,  33.468,  18.820,  66.857,   9.466,  54.189,  20.300,  51.604,  64.250,  26.929,  32.237,  22.512,  64.538,  52.103,  19.993,  15.322,   5.102,  14.852,   4.526,   7.757,  10.807,  15.822
2356,  49.750,  85.564,  -0.000,  20.734,  51.325,  36.358,  97.482,  -0.000,  16.948,  33.262,   3.879,  71.438, 150.217,  13.454,  14.173,  50.334,  24.381,  52.413,  35.002,  15.634,  27.870,  33.222,  17.588,  13.749,  19.016,  13.769,  70.497,  18.470,  19.677,  19.677,  19.677,  19.677,  19.677,  19.677,  43.629,  20.153,  11.415,  30.718,  21.554,  67.638,  12.873,  50.826,  23.311,  50.445,  67.526,  32.871,  41.030,  36.436,  64.837,  61.288,  20.983,  17.329,   6.982,  15.292,   8.510,   9.779,  14.046,  19.981
2357,  64.886,  68.616,   0.000,  20.666,  46.058,  52.509,  96.463,   0.000,  19.531,  29.946,   9.437,  78.166, 172.228,  15.983,  13.798,  57.968,  27.071,  69.810,  38.443,  15.614,  30.885,  41.514,  17.999,  13.256,  18.736,  12.810,  67.817,  21.007,  19.064,  19.064,  19.064,  19.064,  19.064,  19.064,  51.100,  19.225,  11.883,  26.945,  23.125,  62.213,  16.381,  44.082,  22.909,  46.767,  68.311,  36.556,  51.979,  51.738,  63.613,  66.253,  22.458,  19.803,   9.535,  14.675,  13.736,  11.421,  16.856,  27.676
2358,  82.383,  50.817,  -0.000,  20.196,  39.798,  73.241,  84.152,  -0.000,  21.200,  26.330,  19.375,  81.520, 166.153,  18.763,  13.525,  66.666,  27.960,  87.340,  40.601,  14.985,  32.440,  49.646,  19.265,  13.642,  19.408,  12.866,  59.321,  21.537,  16.857,  16.857,  16.857,  16.857,  16.857,  16.857,  56.922,  16.218,  11.720,  22.440,  24.445,  51.348,  19.935,  35.828,  19.562,  40.947,  67.084,  37.473,  64.820,  63.836,  61.483,  66.800,  24.887,  23.219,  13.298,  13.529,  19.314,  12.690,  19.232,  38.685
2359,  98.712,  35.242,  -0.000,  20.500,  34.354,  95.750,  65.411,  -0.000,  21.845,  22.102,  34.544,  81.527, 135.505,  21.796,  13.462,  75.343,  28.180, 100.967,  42.363,  14.591,  32.023,  56.052,  21.686,  15.192,  20.994,  13.938,  47.845,  19.777,  13.471,  13.471,  13.471,  13.471,  13.471,  13.471,  60.290,  12.145,  11.819,  17.615,  26.104,  38.345,  23.402,  28.111,  15.310,  34.227,  65.575,  36.677,  77.027,  68.818,  57.837,  64.117,  27.230,  27.398,  17.941,  12.327,  24.291,  13.636,  20.947,  51.305
2360, 107.791,  23.249,   0.000,  21.990,  29.875, 113.677,  46.923,   0.000,  22.204,  17.338,  54.313,  77.251,  98.513,  25.648,  13.566,  82.287,  28.623, 106.380,  44.044,  15.113,  29.335,  59.466,  25.053,  17.263,  23.204,  15.185,  36.928,  16.336,  10.058,  10.058,  10.058,  10.058,  10.058,  10.058,  60.120,   8.215,  12.527,  13.099,  27.984,  27.124,  26.043,  21.586,  12.160,  27.954,  64.260,  35.061,  84.217,  65.806,  51.410,  59.078,  27.553,  31.881,  22.007,  11.091,  28.297,  14.122,  21.326,  63.158
2361, 104.597,  15.017,   0.000,  24.231,  25.145, 119.089,  33.653,   0.000,  23.037,  12.441,  75.723,  68.023,  76.534,  30.491,  13.838,  85.995,  29.234, 100.846,  44.884,  16.680,  24.756,  59.234,  28.541,  18.569,  25.339,  15.212,  28.467,  12.341,   8.093,   8.093,   8.093,   8.093,   8.093,   8.093,  55.687,   5.301,  13.344,   9.647,  29.680,  20.034,  27.005,  15.855,  10.571,  22.663,  61.761,  32.226,  82.778,  56.859,  42.056,  51.571,  25.013,  36.114,  23.706,   9.581,  31.643,  13.992,  19.857,  71.914
2362,  89.081,   9.813,  -0.000,  26.219,  19.292, 107.851,  26.741,  -0.000,  24.385,   8.008,  93.479,  55.063,  82.073,  35.154,  14.033,  85.206,  29.818,  84.920,  43.443,  18.777,  19.314,  55.307,  30.807,  18.288,  26.707,  13.324,  22.131,   8.836,   8.435,   8.435,   8.435,   8.435,   8.435,   8.435,  47.780,   3.783,  13.385,   7.624,  30.973,  16.816,  26.301,  10.631,   9.519,  17.942,  56.612,  27.444,  72.762,  45.073,  31.483,  41.580,  20.580,  39.454,  22.460,   7.675,  34.661,  13.179,  16.990,  75.827
2363,  66.838,   6.650,  -0.000,  26.886,  12.920,  83.675,  24.207,  -0.000,  25.683,   4.580, 102.562,  41.187, 112.124,  37.585,  13.518,  79.193,  30.772,  63.228,  39.123,  20.475,  14.271,  48.701,  30.855,  16.843,  26.730,  10.303,  16.616,   6.596,  11.041,  11.041,  11.041,  11.041,  11.041,  11.041,  38.647,   3.556,  12.328,   6.950,  31.587,  15.485,  24.584,   6.228,   8.076,  13.433,  49.298,  20.924,  58.107,  33.005,  22.014,  30.532,  16.227,  40.959,  19.406,   5.615,  36.773,  11.979,  14.110,  74.614
2364,  45.248,   4.591,  -0.000,  25.739,   7.384,  56.184,  23.103,  -0.000,  26.265,   2.264, 101.491,  29.230, 149.766,  36.804,  11.893,  68.530,  32.684,  42.238,  33.084,  21.045,  10.568,  41.778,  28.824,  15.428,  25.510,   7.666,  11.519,   6.086,  14.932,  14.932,  14.932,  14.932,  14.932,  14.932,  30.507,   4.186,  10.822,   6.938,  31.469,  14.312,  22.258,   3.126,   6.172,   9.648,  42.356,  14.152,  43.940,  22.354,  14.787,  20.996,  13.671,  39.984,  16.490,   4.031,  37.085,  11.075,  12.649,  70.448
2365,  29.091,   3.270,  -0.000,  23.402,   3.576,  34.080,  21.733,  -0.000,  26.131,   0.965,  93.451,  20.464, 172.769,  33.924,   9.474,  55.419,  35.441,  26.807,  27.886,  20.729,   8.783,  37.386,  26.093,  15.131,  23.973,   6.645,   7.618,   7.738,  18.958,  18.958,  18.958,  18.958,  18.958,  18.958,  24.638,   5.455,  10.458,   7.134,  31.445,  12.902,  19.356,   1.305,   4.433,   7.642,  37.963,   8.833,  33.473,  14.131,   9.724,  15.138,  13.560,  36.815,  15.213,   3.410,  35.868,  11.859,  13.165,  67.441
2366,  19.142,   2.868,  -0.000,  21.507,   1.438,  20.667,  20.047,  -0.000,  26.004,   0.340,  83.310,  14.868, 167.486,  31.090,   7.605,  42.832,  38.944,  17.757,  26.144,  20.878,   9.312,  37.199,  24.130,  16.694,  23.640,   7.787,   6.012,  12.078,  22.794,  22.794,  22.794,  22.794,  22.794,  22.794,  21.389,   7.759,  13.059,   7.475,  33.085,  11.752,  16.330,   0.451,   3.337,   8.198,  36.642,   6.047,  27.371,   8.803,   6.299,  14.018,  15.313,  32.847,  16.325,   3.727,  35.159,  15.921,  14.870,  69.861
2367,  13.624,   3.886,   0.000,  21.646,   0.474,  14.570,  18.864,   0.000,  27.100,   0.089,  74.050,  11.954, 136.796,  29.795,   7.947,  33.263,  43.723,  12.843,  29.385,  23.086,  12.173,  40.431,  24.165,  20.741,  25.954,  11.073,   6.912,  19.502,  27.037,  27.037,  27.037,  27.037,  27.037,  27.037,  21.060,  11.957,  20.075,   8.753,  37.906,  11.707,  14.880,   0.111,   3.526,  11.277,  37.192,   6.474,  24.737,   6.100,   4.028,  17.097,  17.611,  30.050,  20.028,   4.424,  38.389,  24.355,  16.299,  79.438
